Hotel_Name,Negative_Review,Positive_Review,Tags,positive_tokenized,negative_tokenized,positive_filtered,negative_filtered,positive_noun,negative_noun
Hotel Arena, the rooms were cleaned daily fresh towels etc but the linen on the bed was not changed and had dirty marks on it , although the hotel is a little from the main centre the hotel itself was outstanding the hotel is currently under construction and expanding its capacity and restaurant bar space i was shocked when we arrived to see a construction site but you couldn t hear any building work from the room and the hotel was impeccable inside fantastic value for money but i assume once the construction has been completed the hotel will be one of the top places to stay in amsterdam the bar and restaurant is an added bonus to the hotel and the staff were pleasant and polite the hotel is spectacular and the rooms are modern and very comfortable the previous reviews regarding the bathroom walls are true but we didn t find that an issue i would certainly recommend this hotel to anyone especially for the location as many trams lead to the centre of amsterdam in only 7 10 minutes ,"[' leisure trip ', ' couple ', ' duplex double room ', ' stayed 3 nights ', ' submitted from a mobile device ']","['although', 'the', 'hotel', 'is', 'a', 'little', 'from', 'the', 'main', 'centre', 'the', 'hotel', 'itself', 'was', 'outstanding', 'the', 'hotel', 'is', 'currently', 'under', 'construction', 'and', 'expanding', 'its', 'capacity', 'and', 'restaurant', 'bar', 'space', 'i', 'was', 'shocked', 'when', 'we', 'arrived', 'to', 'see', 'a', 'construction', 'site', 'but', 'you', 'couldn', 't', 'hear', 'any', 'building', 'work', 'from', 'the', 'room', 'and', 'the', 'hotel', 'was', 'impeccable', 'inside', 'fantastic', 'value', 'for', 'money', 'but', 'i', 'assume', 'once', 'the', 'construction', 'has', 'been', 'completed', 'the', 'hotel', 'will', 'be', 'one', 'of', 'the', 'top', 'places', 'to', 'stay', 'in', 'amsterdam', 'the', 'bar', 'and', 'restaurant', 'is', 'an', 'added', 'bonus', 'to', 'the', 'hotel', 'and', 'the', 'staff', 'were', 'pleasant', 'and', 'polite', 'the', 'hotel', 'is', 'spectacular', 'and', 'the', 'rooms', 'are', 'modern', 'and', 'very', 'comfortable', 'the', 'previous', 'reviews', 'regarding', 'the', 'bathroom', 'walls', 'are', 'true', 'but', 'we', 'didn', 't', 'find', 'that', 'an', 'issue', 'i', 'would', 'certainly', 'recommend', 'this', 'hotel', 'to', 'anyone', 'especially', 'for', 'the', 'location', 'as', 'many', 'trams', 'lead', 'to', 'the', 'centre', 'of', 'amsterdam', 'in', 'only', '7', '10', 'minutes']","['the', 'rooms', 'were', 'cleaned', 'daily', 'fresh', 'towels', 'etc', 'but', 'the', 'linen', 'on', 'the', 'bed', 'was', 'not', 'changed', 'and', 'had', 'dirty', 'marks', 'on', 'it']","['although', 'hotel', 'little', 'main', 'centre', 'hotel', 'outstanding', 'hotel', 'currently', 'construction', 'expanding', 'capacity', 'restaurant', 'bar', 'space', 'shocked', 'arrived', 'see', 'construction', 'site', 'hear', 'building', 'work', 'room', 'hotel', 'impeccable', 'inside', 'fantastic', 'value', 'money', 'assume', 'construction', 'completed', 'hotel', 'one', 'top', 'places', 'stay', 'amsterdam', 'bar', 'restaurant', 'added', 'bonus', 'hotel', 'staff', 'pleasant', 'polite', 'hotel', 'spectacular', 'rooms', 'modern', 'comfortable', 'previous', 'reviews', 'regarding', 'bathroom', 'walls', 'true', 'find', 'issue', 'would', 'certainly', 'recommend', 'hotel', 'anyone', 'especially', 'location', 'many', 'trams', 'lead', 'centre', 'amsterdam', '7', '10', 'minutes']","['rooms', 'cleaned', 'daily', 'fresh', 'towels', 'etc', 'linen', 'bed', 'changed', 'dirty', 'marks']","['spectacular', 'trams', 'hear', 'reviews', 'value', 'places', 'space', 'issue', 'site', 'see', 'room', 'hotel', 'top', 'construction', 'building', 'anyone', 'walls', 'capacity', 'staff', 'restaurant', 'bathroom', 'money', 'work', 'minutes', 'bar', 'rooms']","['towels', 'bed', 'dirty', 'marks', 'rooms']"
Hotel Arena, our room was gorgeous but no big light it was broken so was in dim lighting my stay really steep stairs in my room 62 was genuinely scared walking down them house keeping made my bed but didn t change the sheets , great bed bathroom beer garden decor staff and food ,"[' leisure trip ', ' group ', ' duplex double room ', ' stayed 4 nights ', ' submitted from a mobile device ']","['great', 'bed', 'bathroom', 'beer', 'garden', 'decor', 'staff', 'and', 'food']","['our', 'room', 'was', 'gorgeous', 'but', 'no', 'big', 'light', 'it', 'was', 'broken', 'so', 'was', 'in', 'dim', 'lighting', 'my', 'stay', 'really', 'steep', 'stairs', 'in', 'my', 'room', '62', 'was', 'genuinely', 'scared', 'walking', 'down', 'them', 'house', 'keeping', 'made', 'my', 'bed', 'but', 'didn', 't', 'change', 'the', 'sheets']","['great', 'bed', 'bathroom', 'beer', 'garden', 'decor', 'staff', 'food']","['room', 'gorgeous', 'big', 'light', 'broken', 'dim', 'lighting', 'stay', 'really', 'steep', 'stairs', 'room', '62', 'genuinely', 'scared', 'walking', 'house', 'keeping', 'made', 'bed', 'change', 'sheets']","['decor', 'staff', 'bathroom', 'garden', 'bed', 'food', 'beer']","['sheets', 'dim', 'change', 'stairs', 'house', 'stay', 'light', 'room', 'bed']"
Hotel Arena, n a, this is a fantastic place to stay and felt like true luxury despite the amazingly cheap price that we paid for our stay there is work going on at the moment but we were given free drinks which were delicious and would both love to return to see the hotel when all the work is finished as it is such a fantastic place to stay that is steeped with history also the shower was incredible ,"[' leisure trip ', ' couple ', ' duplex double room ', ' stayed 3 nights ', ' submitted from a mobile device ']","['this', 'is', 'a', 'fantastic', 'place', 'to', 'stay', 'and', 'felt', 'like', 'true', 'luxury', 'despite', 'the', 'amazingly', 'cheap', 'price', 'that', 'we', 'paid', 'for', 'our', 'stay', 'there', 'is', 'work', 'going', 'on', 'at', 'the', 'moment', 'but', 'we', 'were', 'given', 'free', 'drinks', 'which', 'were', 'delicious', 'and', 'would', 'both', 'love', 'to', 'return', 'to', 'see', 'the', 'hotel', 'when', 'all', 'the', 'work', 'is', 'finished', 'as', 'it', 'is', 'such', 'a', 'fantastic', 'place', 'to', 'stay', 'that', 'is', 'steeped', 'with', 'history', 'also', 'the', 'shower', 'was', 'incredible']","['n', 'a']","['fantastic', 'place', 'stay', 'felt', 'like', 'true', 'luxury', 'despite', 'amazingly', 'cheap', 'price', 'paid', 'stay', 'work', 'going', 'moment', 'given', 'free', 'drinks', 'delicious', 'would', 'love', 'return', 'see', 'hotel', 'work', 'finished', 'fantastic', 'place', 'stay', 'steeped', 'history', 'also', 'shower', 'incredible']",['n'],"['price', 'history', 'luxury', 'stay', 'moment', 'work', 'hotel', 'drinks', 'return', 'place']",['n']
Hotel Arena,no negative, we loved our stay at hotel arena the hotel was great staff was really kind especially for job the guy encharged of the restaurant and sander the guy who recieved us in the front desk talking to them it came up in the conversation that my boyfriend and i got engaged the day before arriving to the hotel that night when we got to our room there was a great bottle of champagne and a beautiful congratulations card waiting for us un our room it was a very classy detail we were so thankful about it also beds and pillows were great the breakfast boufett awesome and i woukd also recommend to have at least one dinner at the hotels restaurant food is great thank u for everything hotel arenaaa ,"[' leisure trip ', ' couple ', ' duplex double room ', ' stayed 2 nights ', ' submitted from a mobile device ']","['we', 'loved', 'our', 'stay', 'at', 'hotel', 'arena', 'the', 'hotel', 'was', 'great', 'staff', 'was', 'really', 'kind', 'especially', 'for', 'job', 'the', 'guy', 'encharged', 'of', 'the', 'restaurant', 'and', 'sander', 'the', 'guy', 'who', 'recieved', 'us', 'in', 'the', 'front', 'desk', 'talking', 'to', 'them', 'it', 'came', 'up', 'in', 'the', 'conversation', 'that', 'my', 'boyfriend', 'and', 'i', 'got', 'engaged', 'the', 'day', 'before', 'arriving', 'to', 'the', 'hotel', 'that', 'night', 'when', 'we', 'got', 'to', 'our', 'room', 'there', 'was', 'a', 'great', 'bottle', 'of', 'champagne', 'and', 'a', 'beautiful', 'congratulations', 'card', 'waiting', 'for', 'us', 'un', 'our', 'room', 'it', 'was', 'a', 'very', 'classy', 'detail', 'we', 'were', 'so', 'thankful', 'about', 'it', 'also', 'beds', 'and', 'pillows', 'were', 'great', 'the', 'breakfast', 'boufett', 'awesome', 'and', 'i', 'woukd', 'also', 'recommend', 'to', 'have', 'at', 'least', 'one', 'dinner', 'at', 'the', 'hotels', 'restaurant', 'food', 'is', 'great', 'thank', 'u', 'for', 'everything', 'hotel', 'arenaaa']","['no', 'negative']","['loved', 'stay', 'hotel', 'arena', 'hotel', 'great', 'staff', 'really', 'kind', 'especially', 'job', 'guy', 'encharged', 'restaurant', 'sander', 'guy', 'recieved', 'us', 'front', 'desk', 'talking', 'came', 'conversation', 'boyfriend', 'got', 'engaged', 'day', 'arriving', 'hotel', 'night', 'got', 'room', 'great', 'bottle', 'champagne', 'beautiful', 'congratulations', 'card', 'waiting', 'us', 'un', 'room', 'classy', 'detail', 'thankful', 'also', 'beds', 'pillows', 'great', 'breakfast', 'boufett', 'awesome', 'woukd', 'also', 'recommend', 'least', 'one', 'dinner', 'hotels', 'restaurant', 'food', 'great', 'thank', 'u', 'everything', 'hotel', 'arenaaa']",['negative'],"['job', 'conversation', 'day', 'desk', 'sander', 'champagne', 'congratulations', 'dinner', 'woukd', 'breakfast', 'detail', 'guy', 'classy', 'room', 'hotel', 'thank', 'food', 'everything', 'boyfriend', 'staff', 'boufett', 'arenaaa', 'night', 'thankful', 'hotels', 'kind']",[]
Hotel Arena, it s a bit of a walk to the tram station that connects to the city centre , everything the friendly staff super comfortable bed we did not want to get out of bed in the morning it was so comfortable the artsy decor of the hotel chic bar it was truly pleasant to stay in hotel arena,"[' leisure trip ', ' couple ', ' duplex double room ', ' stayed 1 night ', ' submitted from a mobile device ']","['everything', 'the', 'friendly', 'staff', 'super', 'comfortable', 'bed', 'we', 'did', 'not', 'want', 'to', 'get', 'out', 'of', 'bed', 'in', 'the', 'morning', 'it', 'was', 'so', 'comfortable', 'the', 'artsy', 'decor', 'of', 'the', 'hotel', 'chic', 'bar', 'it', 'was', 'truly', 'pleasant', 'to', 'stay', 'in', 'hotel', 'arena']","['it', 's', 'a', 'bit', 'of', 'a', 'walk', 'to', 'the', 'tram', 'station', 'that', 'connects', 'to', 'the', 'city', 'centre']","['everything', 'friendly', 'staff', 'super', 'comfortable', 'bed', 'want', 'get', 'bed', 'morning', 'comfortable', 'artsy', 'decor', 'hotel', 'chic', 'bar', 'truly', 'pleasant', 'stay', 'hotel', 'arena']","['bit', 'walk', 'tram', 'station', 'connects', 'city', 'centre']","['staff', 'arena', 'truly', 'hotel', 'bed', 'get', 'artsy', 'everything', 'morning', 'bar']","['tram', 'centre', 'station', 'city', 'bit']"
Hotel Arena, no bad experiences, amazing rooms with beautiful view of river food was delicious particularly the veal croqettes and the salmon staff are helpful and friendly ,"[' leisure trip ', ' couple ', ' duplex double room ', ' stayed 3 nights ', ' submitted from a mobile device ']","['amazing', 'rooms', 'with', 'beautiful', 'view', 'of', 'river', 'food', 'was', 'delicious', 'particularly', 'the', 'veal', 'croqettes', 'and', 'the', 'salmon', 'staff', 'are', 'helpful', 'and', 'friendly']","['no', 'bad', 'experiences']","['amazing', 'rooms', 'beautiful', 'view', 'river', 'food', 'delicious', 'particularly', 'veal', 'croqettes', 'salmon', 'staff', 'helpful', 'friendly']","['bad', 'experiences']","['river', 'staff', 'helpful', 'rooms', 'food', 'croqettes', 'view']",['experiences']
Hotel Arena, floor tiles in bath room shower were slippery when wet black coating on glass wall between bath bed room was obviously an attempt to darken the glass tint that was inadequate hall way to rooms on 2nd floor was too dark gloomy reception area stuffy too hot on day we checked in i question the 4 star rating, staff good location suited us,"[' leisure trip ', ' couple ', ' duplex double room ', ' stayed 1 night ']","['staff', 'good', 'location', 'suited', 'us']","['floor', 'tiles', 'in', 'bath', 'room', 'shower', 'were', 'slippery', 'when', 'wet', 'black', 'coating', 'on', 'glass', 'wall', 'between', 'bath', 'bed', 'room', 'was', 'obviously', 'an', 'attempt', 'to', 'darken', 'the', 'glass', 'tint', 'that', 'was', 'inadequate', 'hall', 'way', 'to', 'rooms', 'on', '2nd', 'floor', 'was', 'too', 'dark', 'gloomy', 'reception', 'area', 'stuffy', 'too', 'hot', 'on', 'day', 'we', 'checked', 'in', 'i', 'question', 'the', '4', 'star', 'rating']","['staff', 'good', 'location', 'suited', 'us']","['floor', 'tiles', 'bath', 'room', 'shower', 'slippery', 'wet', 'black', 'coating', 'glass', 'wall', 'bath', 'bed', 'room', 'obviously', 'attempt', 'darken', 'glass', 'tint', 'inadequate', 'hall', 'way', 'rooms', '2nd', 'floor', 'dark', 'gloomy', 'reception', 'area', 'stuffy', 'hot', 'day', 'checked', 'question', '4', 'star', 'rating']","['staff', 'location']","['slippery', 'reception', 'wall', 'star', 'shower', 'rating', 'tiles', 'stuffy', 'question', 'bath', 'way', 'room', 'floor', 'tint', 'area', 'day', 'glass', 'rooms']"
Hotel Arena, the bathroom needed to be deep cleaned tiles had water marks no toiletries just champu and shower caps loads of marks around the room of heavy use needs updating, great historic buildig,"[' leisure trip ', ' couple ', ' duplex double room ', ' stayed 1 night ', ' submitted from a mobile device ']","['great', 'historic', 'buildig']","['the', 'bathroom', 'needed', 'to', 'be', 'deep', 'cleaned', 'tiles', 'had', 'water', 'marks', 'no', 'toiletries', 'just', 'champu', 'and', 'shower', 'caps', 'loads', 'of', 'marks', 'around', 'the', 'room', 'of', 'heavy', 'use', 'needs', 'updating']","['great', 'historic', 'buildig']","['bathroom', 'needed', 'deep', 'cleaned', 'tiles', 'water', 'marks', 'toiletries', 'champu', 'shower', 'caps', 'loads', 'marks', 'around', 'room', 'heavy', 'use', 'needs', 'updating']",['buildig'],"['water', 'bathroom', 'tiles', 'room', 'needs', 'use', 'toiletries', 'caps', 'marks']"
Hotel Arena, there was a problem with the hairdryer in our room the hotel sent a replacement but it couldn t be used in front of a mirror just a minor detail really but a bit annoying , the hotel was great the rooms were gorgeous and the staff really friendly our room was beautifully decorated very modern sleek design with a mezzanine and spotlessly clean drinks in the bar were good and not overly expensive the hotel was perfectly located in a lovely part of town within easy reach of town using ansterdams great public transport or the hotels rental bikes ,"[' leisure trip ', ' couple ', ' duplex double room ', ' stayed 3 nights ', ' submitted from a mobile device ']","['the', 'hotel', 'was', 'great', 'the', 'rooms', 'were', 'gorgeous', 'and', 'the', 'staff', 'really', 'friendly', 'our', 'room', 'was', 'beautifully', 'decorated', 'very', 'modern', 'sleek', 'design', 'with', 'a', 'mezzanine', 'and', 'spotlessly', 'clean', 'drinks', 'in', 'the', 'bar', 'were', 'good', 'and', 'not', 'overly', 'expensive', 'the', 'hotel', 'was', 'perfectly', 'located', 'in', 'a', 'lovely', 'part', 'of', 'town', 'within', 'easy', 'reach', 'of', 'town', 'using', 'ansterdams', 'great', 'public', 'transport', 'or', 'the', 'hotels', 'rental', 'bikes']","['there', 'was', 'a', 'problem', 'with', 'the', 'hairdryer', 'in', 'our', 'room', 'the', 'hotel', 'sent', 'a', 'replacement', 'but', 'it', 'couldn', 't', 'be', 'used', 'in', 'front', 'of', 'a', 'mirror', 'just', 'a', 'minor', 'detail', 'really', 'but', 'a', 'bit', 'annoying']","['hotel', 'great', 'rooms', 'gorgeous', 'staff', 'really', 'friendly', 'room', 'beautifully', 'decorated', 'modern', 'sleek', 'design', 'mezzanine', 'spotlessly', 'clean', 'drinks', 'bar', 'good', 'overly', 'expensive', 'hotel', 'perfectly', 'located', 'lovely', 'part', 'town', 'within', 'easy', 'reach', 'town', 'using', 'ansterdams', 'great', 'public', 'transport', 'hotels', 'rental', 'bikes']","['problem', 'hairdryer', 'room', 'hotel', 'sent', 'replacement', 'used', 'front', 'mirror', 'minor', 'detail', 'really', 'bit', 'annoying']","['bikes', 'transport', 'part', 'staff', 'reach', 'design', 'room', 'hotel', 'drinks', 'town', 'hotels', 'bar', 'mezzanine', 'rooms']","['mirror', 'replacement', 'detail', 'problem', 'room', 'hotel', 'hairdryer']"
Hotel Arena, there were renovations going on that made it quite noisy at times, how different it was from other hotels the staff the bar area and the location was good for tram access,"[' leisure trip ', ' group ', ' duplex double room ', ' stayed 3 nights ', ' submitted from a mobile device ']","['how', 'different', 'it', 'was', 'from', 'other', 'hotels', 'the', 'staff', 'the', 'bar', 'area', 'and', 'the', 'location', 'was', 'good', 'for', 'tram', 'access']","['there', 'were', 'renovations', 'going', 'on', 'that', 'made', 'it', 'quite', 'noisy', 'at', 'times']","['different', 'hotels', 'staff', 'bar', 'area', 'location', 'good', 'tram', 'access']","['renovations', 'going', 'made', 'quite', 'noisy', 'times']","['access', 'staff', 'tram', 'location', 'area', 'hotels', 'bar']","['times', 'renovations']"
Hotel Arena,no negative, this is an older building with a wonderful refurbishment our bedroom and bathroom were state of the art and perfect the dining experience was also excellent we had a problem with one meal but it was fixed immediately will go back ,"[' leisure trip ', ' couple ', ' duplex double room ', ' stayed 2 nights ']","['this', 'is', 'an', 'older', 'building', 'with', 'a', 'wonderful', 'refurbishment', 'our', 'bedroom', 'and', 'bathroom', 'were', 'state', 'of', 'the', 'art', 'and', 'perfect', 'the', 'dining', 'experience', 'was', 'also', 'excellent', 'we', 'had', 'a', 'problem', 'with', 'one', 'meal', 'but', 'it', 'was', 'fixed', 'immediately', 'will', 'go', 'back']","['no', 'negative']","['older', 'building', 'wonderful', 'refurbishment', 'bedroom', 'bathroom', 'state', 'art', 'perfect', 'dining', 'experience', 'also', 'excellent', 'problem', 'one', 'meal', 'fixed', 'immediately', 'go', 'back']",['negative'],"['meal', 'art', 'refurbishment', 'bathroom', 'experience', 'perfect', 'problem', 'state', 'building', 'bedroom']",[]
